long,lat,year,rcp,drysoildays_summer_whole,evap_summer,nondryswa_summer_whole,ppt_summer,tmax_summer
-110.0472,37.60413,2018,historical,,,,4.48,35.95
-110.0472,37.60413,2018,historical,0.0,2.17671507632695,0.0121311964252552,,
-110.0461,37.60334,1980,historical,,,,2.69,37.05
-110.0461,37.60334,1980,historical,0.0,1.49971483993315,0.0336760200094286,,
-110.0461,37.60334,1981,historical,,,,9.39,37.55
-110.0461,37.60334,1981,historical,0.0,5.0877508138246,0.0391568929975137,,
-110.0461,37.60334,1982,historical,,,,9.5,36.65
-110.0461,37.60334,1982,historical,0.0,4.37458425442411,0.193416583508533,,
-110.0461,37.60334,1983,historical,,,,10.22,34.55
-110.0461,37.60334,1983,historical,0.0,5.12832001624774,0.103942780636716,,
-110.0461,37.60334,1984,historical,,,,9.49,35.35
-110.0461,37.60334,1984,historical,0.0,5.20483538555444,0.0522804605011272,,
-110.0461,37.60334,1985,historical,,,,4.81,37.55
-110.0461,37.60334,1985,historical,0.0,2.13194414069631,0.107616218953882,,
-110.0461,37.60334,1986,historical,,,,9.85,35.05
-110.0461,37.60334,1986,historical,0.0,4.40735027681867,0.116068155265582,,
-110.0461,37.60334,1987,historical,,,,11.04,34.25
-110.0461,37.60334,1987,historical,0.0,4.39505054034735,0.314710223317675,,
-110.0461,37.60334,1988,historical,,,,7.98,35.75
-110.0461,37.60334,1988,historical,0.0,4.34603964617136,0.0277820332765857,,
-110.0461,37.60334,1989,historical,,,,6.69,38.25
-110.0461,37.60334,1989,historical,0.0,3.19052282732509,0.0978700773397888,,
-110.0461,37.60334,1990,historical,,,,5.41,37.35
-110.0461,37.60334,1990,historical,0.0,2.99789759397454,0.0147150409637825,,
-110.0461,37.60334,1991,historical,,,,6.39,34.85
-110.0461,37.60334,1991,historical,0.0,3.92691585802152,0.0159925902655313,,
-110.0461,37.60334,1992,historical,,,,5.95,34.35
-110.0461,37.60334,1992,historical,0.0,3.61940683362437,0.0193861166055374,,
-110.0461,37.60334,1993,historical,,,,5.55,34.75
-110.0461,37.60334,1993,historical,0.0,2.46351668268093,0.091029045704534,,
-110.0461,37.60334,1994,historical,,,,2.56,37.35
-110.0461,37.60334,1994,historical,0.0,1.99175149592146,0.0002279210605593,,
-110.0461,37.60334,1995,historical,,,,6.76,37.25
-110.0461,37.60334,1995,historical,0.0,4.12450167159939,0.0181341077627673,,
-110.0461,37.60334,1996,historical,,,,4.72,36.05
