long,lat,year,rcp,vwc_winter_whole,vwc_spring_whole,vwc_summer_whole,vwc_fall_whole
-110.0472,37.60413,2000,historical,0.0591387650422016,0.0659938551975264,0.0413455960502668,0.0816975218557855
-110.0472,37.60413,2001,historical,,,,
-110.0472,37.60413,2001,historical,0.116892417662054,0.0912681127974929,0.0433898289067058,0.0428024625700281
-110.0472,37.60413,2002,historical,,,,
-110.0472,37.60413,2002,historical,0.0617277906029951,0.0426256307963939,0.0410167565510935,0.0950089223196655
-110.0472,37.60413,2003,historical,,,,
-110.0472,37.60413,2003,historical,0.0868988046275972,0.0892255881461186,0.0419645236434049,0.0884285920253004
-110.0472,37.60413,2004,historical,,,,
-110.0472,37.60413,2004,historical,0.105603217401776,0.0852242372283227,0.0412707497231624,0.103057402334213
-110.0472,37.60413,2005,historical,,,,
-110.0472,37.60413,2005,historical,0.137671639059951,0.092659587059004,0.044191521144267,0.0561705207980779
-110.0472,37.60413,2006,historical,,,,
-110.0472,37.60413,2006,historical,0.0497467767662785,0.0664845624541717,0.0420795852047786,0.0998262324942915
-110.0472,37.60413,2007,historical,,,,
-110.0472,37.60413,2007,historical,0.0934016614531522,0.0575803823591505,0.0430131858331003,0.0562211618790666
-110.0472,37.60413,2008,historical,,,,
-110.0472,37.60413,2008,historical,0.122014714418379,0.0849853764169593,0.0430971158888598,0.0446319812306767
-110.0472,37.60413,2009,historical,,,,
-110.0472,37.60413,2009,historical,0.0973876689840695,0.0700956471778924,0.0411341066112138,0.0446009228324744
-110.0472,37.60413,2010,historical,,,,
-110.0472,37.60413,2010,historical,0.0557764055443238,0.0885843065209652,0.0475040122773338,0.0547569057789949
-110.0472,37.60413,2011,historical,,,,
-110.0472,37.60413,2011,historical,0.0796443196114711,0.0588725407761597,0.0415907974382192,0.0533972536997604
-110.0472,37.60413,2012,historical,,,,
-110.0472,37.60413,2012,historical,0.0733860867629435,0.0568475163491914,0.0440265222780885,0.046226519270137
-110.0472,37.60413,2013,historical,,,,
-110.0472,37.60413,2013,historical,0.0885561498970896,0.075527678296766,0.0451332409581489,0.109409101454101
-110.0472,37.60413,2014,historical,,,,
-110.0472,37.60413,2014,historical,0.117244940065763,0.0689349693953318,0.0431885754894483,0.0640772126711979
-110.0472,37.60413,2015,historical,,,,
-110.0472,37.60413,2015,historical,0.0816188315207987,0.0836938149258319,0.0474263924244372,0.0907336875533358
-110.0472,37.60413,2016,historical,,,,
-110.0472,37.60413,2016,historical,0.116631081131157,0.0827914776542404,0.0433475440820108,0.0454958708444396
-110.0472,37.60413,2017,historical,,,,
-110.0472,37.60413,2017,historical,0.0986869507612903,0.0795167171427424,0.042222380231534,0.0425112543794443
-110.0472,37.60413,2018,historical,,,,
-110.0472,37.60413,2018,historical,0.0454575432565443,0.042141709470116,0.0416131465340231,0.0929252844030823
-110.0461,37.60334,1980,historical,,,,
-110.0461,37.60334,1980,historical,0.121346385174498,0.0946718064393262,0.0473425788615667,0.0579732130444053
-110.0461,37.60334,1981,historical,,,,
-110.0461,37.60334,1981,historical,0.054806596388077,0.0637458146688761,0.0484231069505938,0.0981219103165538
-110.0461,37.60334,1982,historical,,,,
-110.0461,37.60334,1982,historical,0.105490228592474,0.0658434918212244,0.0518720339140509,0.0723110572839497
-110.0461,37.60334,1983,historical,,,,
-110.0461,37.60334,1983,historical,0.125032656627392,0.103962908379187,0.0502760164012108,0.0778360219005284
-110.0461,37.60334,1984,historical,,,,
-110.0461,37.60334,1984,historical,0.115396684113777,0.0665854298235936,0.0490419314305851,0.0763558485463378
-110.0461,37.60334,1985,historical,,,,
-110.0461,37.60334,1985,historical,0.117805450210073,0.105438022232974,0.0493428424636598,0.111592383330858
-110.0461,37.60334,1986,historical,,,,
-110.0461,37.60334,1986,historical,0.11438732889139,0.064142902263933,0.050322352658537,0.112806178226622
-110.0461,37.60334,1987,historical,,,,
-110.0461,37.60334,1987,historical,0.12802570269159,0.0842962191638053,0.0553063570467971,0.0874418219228152
-110.0461,37.60334,1988,historical,,,,
-110.0461,37.60334,1988,historical,0.115032236825931,0.0781691370604204,0.0480690275556591,0.0544999541856545
-110.0461,37.60334,1989,historical,,,,
-110.0461,37.60334,1989,historical,0.0545701430082707,0.0574145544856669,0.0495920986233013,0.0468584452834434
-110.0461,37.60334,1990,historical,,,,
-110.0461,37.60334,1990,historical,0.049222176157636,0.0496215231708493,0.0473905200732889,0.0804076406334266
-110.0461,37.60334,1991,historical,,,,
-110.0461,37.60334,1991,historical,0.0775338546405972,0.0716530663823327,0.0476882951995199,0.0788161297038665
-110.0461,37.60334,1992,historical,,,,
-110.0461,37.60334,1992,historical,0.115421196561241,0.0900615077866417,0.0477574765584405,0.0651801580751195
-110.0461,37.60334,1993,historical,,,,
-110.0461,37.60334,1993,historical,0.111973594279471,0.0901924657854208,0.0487814426737924,0.0781994874338222
-110.0461,37.60334,1994,historical,,,,
-110.0461,37.60334,1994,historical,0.0702040145580657,0.0536894927144106,0.0462799385225083,0.0648722210739932
-110.0461,37.60334,1995,historical,,,,
-110.0461,37.60334,1995,historical,0.120595641432154,0.0854303115845054,0.0479721107541298,0.0478284710956796
-110.0461,37.60334,1996,historical,,,,
-110.0461,37.60334,1996,historical,0.0525327650457567,0.0478240829714977,0.0470551391955449,0.0907830608840458
-110.0461,37.60334,1997,historical,,,,
-110.0461,37.60334,1997,historical,0.140277057295607,0.0852218002562066,0.055738368281419,0.0753724873023635
-110.0461,37.60334,1998,historical,,,,
-110.0461,37.60334,1998,historical,0.0888366631092515,0.0614984433329468,0.0483253439121294,0.092948786602469
-110.0461,37.60334,1999,historical,,,,
-110.0461,37.60334,1999,historical,0.112685553178088,0.061995642738808,0.0556441187503871,0.0476302365674173
-110.0461,37.60334,2000,historical,,,,
-110.0461,37.60334,2000,historical,0.0663582949374345,0.0668319618733996,0.0467270418272073,0.0894263586843956
-110.0461,37.60334,2001,historical,,,,
-110.0461,37.60334,2001,historical,,,,
-110.0461,37.60334,2001,historical,,,,
-110.0461,37.60334,2001,historical,,,,
-110.0461,37.60334,2001,historical,0.115707979645811,0.0874787730444758,0.0493388186523576,0.0484280310397329
-110.0461,37.60334,2002,historical,,,,
-110.0461,37.60334,2002,historical,0.0649546005673875,0.0467609939042162,0.046330609266889,0.0898370981242145
-110.0461,37.60334,2003,historical,,,,
-110.0461,37.60334,2003,historical,0.0680431081951392,0.0790293013418942,0.0475927587688157,0.0856890238688635
-110.0461,37.60334,2004,historical,,,,
-110.0461,37.60334,2004,historical,,,,
-110.0461,37.60334,2004,historical,,,,
-110.0461,37.60334,2004,historical,,,,
-110.0461,37.60334,2004,historical,0.0943787853995346,0.067932744770919,0.0466889264893816,0.112566749938526
-110.0461,37.60334,2005,historical,,,,
-110.0461,37.60334,2005,historical,0.144995649545848,0.0834373738877527,0.050081754002163,0.0624852236027787
-110.0461,37.60334,2006,historical,,,,
-110.0461,37.60334,2006,historical,0.0505879190504486,0.0721005818734756,0.0476907740629008,0.103484555060355
-110.0461,37.60334,2007,historical,,,,
-110.0461,37.60334,2007,historical,0.0802323723342473,0.051155372038467,0.0488069401873574,0.0591971949375998
-110.0461,37.60334,2008,historical,,,,
-110.0461,37.60334,2008,historical,,,,
-110.0461,37.60334,2008,historical,,,,
-110.0461,37.60334,2008,historical,,,,
-110.0461,37.60334,2008,historical,0.130804732029025,0.0802726412484739,0.0488569426504015,0.0505850760112459
-110.0461,37.60334,2009,historical,,,,
-110.0461,37.60334,2009,historical,0.109603793218551,0.0669888645190818,0.0465783586211246,0.0505246497748492
-110.0461,37.60334,2010,historical,,,,
-110.0461,37.60334,2010,historical,0.061556462897396,0.0868905471232474,0.0545919594315141,0.0591103455427819
-110.0461,37.60334,2011,historical,,,,
-110.0461,37.60334,2011,historical,0.0788907699082487,0.0571446720136383,0.0470982178820736,0.059927432313992
-110.0461,37.60334,2012,historical,,,,
-110.0461,37.60334,2012,historical,,,,
-110.0461,37.60334,2012,historical,,,,
-110.0461,37.60334,2012,historical,,,,
-110.0461,37.60334,2012,historical,0.0795949192921018,0.055837588838378,0.050167658598691,0.0522575336223537
-110.0461,37.60334,2013,historical,,,,
-110.0461,37.60334,2013,historical,0.0971175355525025,0.0687265594770458,0.05126189241454,0.105582477489266
-110.0461,37.60334,2014,historical,,,,
-110.0461,37.60334,2014,historical,0.112578413676491,0.0590575724898643,0.0491765550040903,0.0644036184538889
-110.0461,37.60334,2015,historical,,,,
-110.0461,37.60334,2015,historical,0.0810972225035013,0.076895876277968,0.0545758928379093,0.100107469563379
-110.0461,37.60334,2016,historical,,,,
-110.0461,37.60334,2016,historical,,,,
-110.0461,37.60334,2016,historical,,,,
-110.0461,37.60334,2016,historical,,,,
-110.0461,37.60334,2016,historical,0.117570933680509,0.0743250439946672,0.0492903395392854,0.0515992160079814
-110.0461,37.60334,2017,historical,,,,
-110.0461,37.60334,2017,historical,0.107718723400583,0.071980507148393,0.0478476237689201,0.0481926806191804
-110.0461,37.60334,2018,historical,,,,
-110.0461,37.60334,2018,historical,0.051002288724323,0.0476930354245441,0.0471587782060969,0.0966596747556216
-110.0458,37.60308,1980,historical,,,,
-110.0458,37.60308,1980,historical,0.1125423,0.0951309,0.04722284,0.05503779
-110.0458,37.60308,1981,historical,,,,
-110.0458,37.60308,1981,historical,,,,
-110.0458,37.60308,1981,historical,,,,
-110.0458,37.60308,1981,historical,,,,
-110.0458,37.60308,1981,historical,0.05269702,0.05841043,0.04813978,0.08501848
-110.0458,37.60308,1982,historical,,,,
-110.0458,37.60308,1982,historical,0.08576663,0.05491365,0.0507799,0.06548289
-110.0458,37.60308,1983,historical,,,,
-110.0458,37.60308,1983,historical,,,,
-110.0458,37.60308,1983,historical,,,,
-110.0458,37.60308,1983,historical,,,,
-110.0458,37.60308,1983,historical,0.1002386,0.1054955,0.04961535,0.06707002
-110.0458,37.60308,1984,historical,,,,
-110.0458,37.60308,1984,historical,0.09086737,0.05427553,0.04864032,0.06668088
-110.0458,37.60308,1985,historical,,,,
-110.0458,37.60308,1985,historical,,,,
-110.0458,37.60308,1985,historical,,,,
-110.0458,37.60308,1985,historical,,,,
-110.0458,37.60308,1985,historical,0.09409728,0.08966484,0.04887825,0.1048088
-110.0458,37.60308,1986,historical,,,,
-110.0458,37.60308,1986,historical,0.1123507,0.06203127,0.04956617,0.09806057
-110.0458,37.60308,1987,historical,,,,
-110.0458,37.60308,1987,historical,,,,
-110.0458,37.60308,1987,historical,,,,
-110.0458,37.60308,1987,historical,,,,
-110.0458,37.60308,1987,historical,0.1262904,0.07942915,0.05356448,0.08388164
-110.0458,37.60308,1988,historical,,,,
-110.0458,37.60308,1988,historical,0.1148069,0.07162408,0.04782203,0.05229175
-110.0458,37.60308,1989,historical,,,,
-110.0458,37.60308,1989,historical,,,,
-110.0458,37.60308,1989,historical,,,,
-110.0458,37.60308,1989,historical,,,,
-110.0458,37.60308,1989,historical,0.05276999,0.05275253,0.04900289,0.04676106
-110.0458,37.60308,1990,historical,,,,
-110.0458,37.60308,1990,historical,0.04856742,0.04887659,0.04728335,0.06855426
-110.0458,37.60308,1991,historical,,,,
-110.0458,37.60308,1991,historical,,,,
-110.0458,37.60308,1991,historical,,,,
-110.0458,37.60308,1991,historical,,,,
-110.0458,37.60308,1991,historical,0.06126353,0.05905982,0.04758817,0.07318981
-110.0458,37.60308,1992,historical,,,,
-110.0458,37.60308,1992,historical,0.1098009,0.08374066,0.04761423,0.05988632
-110.0458,37.60308,1993,historical,,,,
-110.0458,37.60308,1993,historical,,,,
-110.0458,37.60308,1993,historical,,,,
-110.0458,37.60308,1993,historical,,,,
-110.0458,37.60308,1993,historical,0.1003155,0.0917844,0.04831128,0.0685761
-110.0458,37.60308,1994,historical,,,,
-110.0458,37.60308,1994,historical,0.05830934,0.05181885,0.04645906,0.05924203
-110.0458,37.60308,1995,historical,,,,
-110.0458,37.60308,1995,historical,,,,
-110.0458,37.60308,1995,historical,,,,
-110.0458,37.60308,1995,historical,,,,
-110.0458,37.60308,1995,historical,0.0956174,0.08682369,0.04776442,0.04749851
-110.0458,37.60308,1996,historical,,,,
-110.0458,37.60308,1996,historical,0.05065696,0.04765941,0.04705126,0.07673271
-110.0458,37.60308,1997,historical,,,,
-110.0458,37.60308,1997,historical,,,,
-110.0458,37.60308,1997,historical,,,,
-110.0458,37.60308,1997,historical,,,,
-110.0458,37.60308,1997,historical,0.1268488,0.08423247,0.0537812,0.066229
-110.0458,37.60308,1998,historical,,,,
-110.0458,37.60308,1998,historical,0.06983575,0.05267991,0.04806637,0.08931959
-110.0458,37.60308,1999,historical,,,,
-110.0458,37.60308,1999,historical,,,,
-110.0458,37.60308,1999,historical,,,,
-110.0458,37.60308,1999,historical,,,,
-110.0458,37.60308,1999,historical,0.1130962,0.06079191,0.05370303,0.047297
-110.0458,37.60308,2000,historical,,,,
-110.0458,37.60308,2000,historical,0.0608789,0.05809469,0.04673586,0.08266886
-110.0458,37.60308,2001,historical,,,,
-110.0458,37.60308,2001,historical,,,,
-110.0458,37.60308,2001,historical,,,,
-110.0458,37.60308,2001,historical,,,,
-110.0458,37.60308,2001,historical,0.1051198,0.08146462,0.04895062,0.04797892
-110.0458,37.60308,2002,historical,,,,
-110.0458,37.60308,2002,historical,0.05878622,0.04680389,0.0464505,0.08112428
-110.0458,37.60308,2003,historical,,,,
-110.0458,37.60308,2003,historical,,,,
-110.0458,37.60308,2003,historical,,,,
-110.0458,37.60308,2003,historical,,,,
-110.0458,37.60308,2003,historical,0.05894226,0.06810734,0.04746865,0.07668074
-110.0458,37.60308,2004,historical,,,,
-110.0458,37.60308,2004,historical,0.07675958,0.05688923,0.04671683,0.09912555
-110.0458,37.60308,2005,historical,,,,
-110.0458,37.60308,2005,historical,,,,
-110.0458,37.60308,2005,historical,,,,
-110.0458,37.60308,2005,historical,,,,
-110.0458,37.60308,2005,historical,0.1451871,0.08536222,0.04940809,0.05806911
-110.0458,37.60308,2006,historical,,,,
-110.0458,37.60308,2006,historical,0.04955138,0.06508247,0.04755971,0.1020317
-110.0458,37.60308,2007,historical,,,,
-110.0458,37.60308,2007,historical,,,,
-110.0458,37.60308,2007,historical,,,,
-110.0458,37.60308,2007,historical,,,,
-110.0458,37.60308,2007,historical,0.0825413,0.05094863,0.04841814,0.05547855
-110.0458,37.60308,2008,historical,,,,
-110.0458,37.60308,2008,historical,0.1143568,0.08342478,0.04841238,0.04967743
-110.0458,37.60308,2009,historical,,,,
-110.0458,37.60308,2009,historical,,,,
-110.0458,37.60308,2009,historical,,,,
-110.0458,37.60308,2009,historical,,,,
-110.0458,37.60308,2009,historical,0.09328256,0.05856141,0.04660569,0.04947516
-110.0458,37.60308,2010,historical,,,,
-110.0458,37.60308,2010,historical,0.05799697,0.08754681,0.05298312,0.05562157
-110.0458,37.60308,2011,historical,,,,
-110.0458,37.60308,2011,historical,,,,
-110.0458,37.60308,2011,historical,,,,
-110.0458,37.60308,2011,historical,,,,
-110.0458,37.60308,2011,historical,0.06918707,0.05282998,0.04705384,0.05652011
-110.0458,37.60308,2012,historical,,,,
-110.0458,37.60308,2012,historical,0.06927278,0.05165706,0.04952385,0.05114143
-110.0458,37.60308,2013,historical,,,,
-110.0458,37.60308,2013,historical,,,,
-110.0458,37.60308,2013,historical,,,,
-110.0458,37.60308,2013,historical,,,,
-110.0458,37.60308,2013,historical,0.08796739,0.06543766,0.05027812,0.1053001
-110.0458,37.60308,2014,historical,,,,
-110.0458,37.60308,2014,historical,0.1049127,0.05680802,0.0487873,0.05970749
-110.0458,37.60308,2015,historical,,,,
-110.0458,37.60308,2015,historical,,,,
-110.0458,37.60308,2015,historical,,,,
-110.0458,37.60308,2015,historical,,,,
-110.0458,37.60308,2015,historical,0.07159985,0.06667647,0.05312289,0.08839554
-110.0458,37.60308,2016,historical,,,,
-110.0458,37.60308,2016,historical,0.1087552,0.07547291,0.04883915,0.05034735
-110.0458,37.60308,2017,historical,,,,
-110.0458,37.60308,2017,historical,,,,
-110.0458,37.60308,2017,historical,,,,
-110.0458,37.60308,2017,historical,,,,
-110.0458,37.60308,2017,historical,0.09681618,0.0740301,0.04767844,0.04782335
-110.0458,37.60308,2018,historical,,,,
-110.0458,37.60308,2018,historical,0.0497087,0.04763579,0.04714635,0.09729217
-110.0393,37.60519,1980,historical,0.1461455,0.0886489,0.05222485,0.07599309
-110.0393,37.60519,1980,historical,,,,
-110.0393,37.60519,1980,historical,,,,
-110.0393,37.60519,1980,historical,,,,
-110.0393,37.60519,1980,historical,,,,
-110.0393,37.60519,1981,historical,0.06705714,0.0774748,0.0539287,0.1014659
-110.0393,37.60519,1981,historical,,,,
-110.0393,37.60519,1982,historical,0.1137354,0.07065412,0.05925386,0.09915376
-110.0393,37.60519,1982,historical,,,,
-110.0393,37.60519,1982,historical,,,,
-110.0393,37.60519,1982,historical,,,,
-110.0393,37.60519,1982,historical,,,,
-110.0393,37.60519,1983,historical,0.1475845,0.09925943,0.0573964,0.09260927
-110.0393,37.60519,1983,historical,,,,
-110.0393,37.60519,1984,historical,0.1274918,0.06793413,0.05531376,0.09223043
-110.0393,37.60519,1984,historical,,,,
-110.0393,37.60519,1985,historical,0.124873,0.1024011,0.05579899,0.1104044
-110.0393,37.60519,1985,historical,,,,
-110.0393,37.60519,1986,historical,0.1017067,0.06455917,0.0574896,0.1175569
-110.0393,37.60519,1986,historical,,,,
-110.0393,37.60519,1986,historical,,,,
-110.0393,37.60519,1986,historical,,,,
-110.0393,37.60519,1986,historical,,,,
-110.0393,37.60519,1987,historical,0.1254064,0.08534054,0.06354509,0.09627811
-110.0393,37.60519,1987,historical,,,,
-110.0393,37.60519,1988,historical,0.1047796,0.07910918,0.05346334,0.0681081
-110.0393,37.60519,1988,historical,,,,
-110.0393,37.60519,1989,historical,0.06522624,0.07212027,0.05656375,0.05173804
-110.0393,37.60519,1989,historical,,,,
-110.0393,37.60519,1990,historical,0.05594675,0.05817454,0.05256306,0.1005508
-110.0393,37.60519,1990,historical,,,,
-110.0393,37.60519,1990,historical,,,,
-110.0393,37.60519,1990,historical,,,,
-110.0393,37.60519,1990,historical,,,,
-110.0393,37.60519,1991,historical,0.08992534,0.08850391,0.05278792,0.097476
-110.0393,37.60519,1991,historical,,,,
-110.0393,37.60519,1992,historical,0.103578,0.08904649,0.05305294,0.08634561
-110.0393,37.60519,1992,historical,,,,
-110.0393,37.60519,1993,historical,0.1257597,0.08411056,0.05510554,0.1002014
-110.0393,37.60519,1993,historical,,,,
-110.0393,37.60519,1994,historical,0.07738978,0.0634513,0.05041226,0.08533001
-110.0393,37.60519,1994,historical,,,,
-110.0393,37.60519,1995,historical,0.1408259,0.07922416,0.05336432,0.05383881
-110.0393,37.60519,1995,historical,,,,
-110.0393,37.60519,1995,historical,,,,
-110.0393,37.60519,1995,historical,,,,
-110.0393,37.60519,1995,historical,,,,
-110.0393,37.60519,1996,historical,0.06320261,0.05318919,0.05172816,0.1083641
-110.0393,37.60519,1996,historical,,,,
-110.0393,37.60519,1997,historical,0.1440048,0.08230924,0.06274232,0.09481407
-110.0393,37.60519,1997,historical,,,,
-110.0393,37.60519,1998,historical,0.1216105,0.07188475,0.05407606,0.100581
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1998,historical,,,,
-110.0393,37.60519,1999,historical,0.1048034,0.06774683,0.0679592,0.05326925
-110.0393,37.60519,1999,historical,,,,
-110.0393,37.60519,2000,historical,0.09022005,0.08486698,0.051166,0.09501139
-110.0393,37.60519,2000,historical,,,,
-110.0393,37.60519,2001,historical,0.1084755,0.08201464,0.05587761,0.05481461
-110.0393,37.60519,2001,historical,,,,
-110.0393,37.60519,2002,historical,0.08752921,0.05148969,0.05027159,0.0873369
-110.0393,37.60519,2002,historical,,,,
-110.0393,37.60519,2003,historical,0.0750612,0.08136102,0.05271506,0.0888806
-110.0393,37.60519,2003,historical,,,,
-110.0393,37.60519,2004,historical,0.127018,0.0766662,0.0508355,0.1148564
-110.0393,37.60519,2004,historical,,,,
-110.0393,37.60519,2005,historical,0.1475493,0.07470696,0.05723701,0.08211942
-110.0393,37.60519,2005,historical,,,,
-110.0393,37.60519,2006,historical,0.05756071,0.08664408,0.0529317,0.1064547
-110.0393,37.60519,2006,historical,,,,
-110.0393,37.60519,2007,historical,0.06329166,0.0557834,0.05464534,0.07737104
-110.0393,37.60519,2007,historical,,,,
-110.0393,37.60519,2008,historical,0.1382098,0.07715478,0.05506995,0.05909728
-110.0393,37.60519,2008,historical,,,,
-110.0393,37.60519,2008,historical,,,,
-110.0393,37.60519,2008,historical,,,,
-110.0393,37.60519,2008,historical,,,,
-110.0393,37.60519,2009,historical,0.1347763,0.06936045,0.05081031,0.05910222
-110.0393,37.60519,2009,historical,,,,
-110.0393,37.60519,2010,historical,0.07797212,0.08514409,0.06269054,0.07625088
-110.0393,37.60519,2010,historical,,,,
-110.0393,37.60519,2011,historical,0.1108493,0.07200046,0.05182391,0.07754712
-110.0393,37.60519,2011,historical,,,,
-110.0393,37.60519,2012,historical,0.1148842,0.06459668,0.05670833,0.06144119
-110.0393,37.60519,2012,historical,,,,
-110.0393,37.60519,2013,historical,0.1128668,0.06286998,0.05689845,0.0983671
-110.0393,37.60519,2013,historical,,,,
-110.0393,37.60519,2013,historical,,,,
-110.0393,37.60519,2013,historical,,,,
-110.0393,37.60519,2013,historical,,,,
-110.0393,37.60519,2014,historical,0.1060695,0.06005862,0.05566373,0.08209245
-110.0393,37.60519,2014,historical,,,,
-110.0393,37.60519,2015,historical,0.1125987,0.07728147,0.06329413,0.1091203
-110.0393,37.60519,2015,historical,,,,
-110.0393,37.60519,2016,historical,0.1058033,0.06895517,0.05604789,0.06106101
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2016,historical,,,,
-110.0393,37.60519,2017,historical,0.1356089,0.06597904,0.05308739,0.05417661
-110.0393,37.60519,2017,historical,,,,
-110.0393,37.60519,2018,historical,0.05924789,0.05279745,0.05169639,0.09312027
-110.0393,37.60519,2018,historical,,,,
-110.0393,37.60519,2018,historical,,,,
-110.0393,37.60519,2018,historical,,,,
-110.0393,37.60519,2018,historical,,,,
-110.0389,37.60545,1980,historical,0.1416148,0.09899814,0.05426584,0.07044463
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1981,historical,0.06620286,0.0768712,0.05558249,0.1086388
-110.0389,37.60545,1982,historical,0.1182267,0.07801672,0.06037222,0.09015444
-110.0389,37.60545,1983,historical,0.153997,0.1088835,0.05809431,0.09584875
-110.0389,37.60545,1984,historical,0.1362714,0.08048696,0.0564659,0.0947134
-110.0389,37.60545,1985,historical,0.1351807,0.1107614,0.05686273,0.1212163
-110.0389,37.60545,1985,historical,0.1351807,0.1107614,0.05686273,0.1212163
-110.0389,37.60545,1985,historical,0.1351807,0.1107614,0.05686273,0.1212163
-110.0389,37.60545,1985,historical,0.1351807,0.1107614,0.05686273,0.1212163
-110.0389,37.60545,1986,historical,0.1190656,0.0687352,0.05818676,0.1267419
