long,lat,year,rcp,litter,t_winter,t_summer,t_annual
-110.0472,37.60413,2007,historical,11,-0.2666667,24.0712,24.0712
-110.0472,37.60413,2008,historical,11,-2.259341,22.4875,-2.259341
-110.0472,37.60413,2009,historical,11,0.2044444,22.44565,11.00275
-110.0472,37.60413,2010,historical,11,-2.407222,22.6212,8.920652
-110.0472,37.60413,2011,historical,11,-0.7294444,22.97337,22.97337
-110.0472,37.60413,2012,historical,11,0.06868132,23.96196,0.06868132
-110.0472,37.60413,2013,historical,11,-1.190556,22.95326,10.37473
-110.0472,37.60413,2014,historical,11,0.5827778,22.22174,10.3462
-110.0472,37.60413,2015,historical,11,1.998333,22.37283,22.37283
-110.0472,37.60413,2016,historical,11,-0.9379121,23.6788,-0.9379121
-110.0472,37.60413,2017,historical,11,1.096111,24.11467,12.88132
-110.0472,37.60413,2018,historical,11,2.130556,24.55,11.7125
-110.0461,37.60334,1980,historical,6,0.9648352,23.15924,11.96209
-110.0461,37.60334,1981,historical,6,3.334444,23.27065,3.334444
-110.0461,37.60334,1982,historical,6,-0.01555556,22.05707,22.05707
-110.0461,37.60334,1983,historical,6,0.4094444,21.32826,8.020652
-110.0461,37.60334,1984,historical,6,-1.047253,21.95978,10.03407
-110.0461,37.60334,1985,historical,6,-0.94,23.38859,-0.94
-110.0461,37.60334,1986,historical,6,2.294444,22.45109,22.45109
-110.0461,37.60334,1987,historical,6,-0.41,22.01576,10.02065
-110.0461,37.60334,1988,historical,6,-1.256593,23.25,11.86209
-110.0461,37.60334,1989,historical,6,-1.843889,22.5125,-1.843889
-110.0461,37.60334,1990,historical,6,-0.09666667,23.2337,23.2337
-110.0461,37.60334,1991,historical,6,-2.093889,22.31033,8.420652
-110.0461,37.60334,1992,historical,6,-1.282418,21.67554,11.05934
-110.0461,37.60334,1993,historical,6,-1.296667,21.29783,-1.296667
-110.0461,37.60334,1994,historical,6,-0.4327778,24.52935,24.52935
-110.0461,37.60334,1995,historical,6,1.735556,22.06848,8.641848
-110.0461,37.60334,1996,historical,6,1.550549,24.16793,10.98956
-110.0461,37.60334,1997,historical,6,0.6705556,22.10163,0.6705556
-110.0461,37.60334,1998,historical,6,0.08777778,22.54674,22.54674
-110.0461,37.60334,2000,historical,6,1.467582,23.94185,10.24505
-110.0461,37.60334,2001,historical,6,0.3561111,23.12826,11.3625
-110.0461,37.60334,2001,historical,6,0.3561111,23.12826,0.3561111
-110.0461,37.60334,2002,historical,6,-0.85,24.23804,24.23804
-110.0461,37.60334,2004,historical,6,-0.8736264,22.70707,10.1511
-110.0461,37.60334,2004,historical,6,-0.8736264,22.70707,11.79402
-110.0461,37.60334,2005,historical,6,1.402222,22.2962,1.402222
-110.0461,37.60334,2006,historical,6,0.7255556,23.89511,23.89511
-110.0461,37.60334,2008,historical,6,-2.259341,22.4875,9.046739
-110.0461,37.60334,2008,historical,6,-2.259341,22.4875,12.13571
-110.0461,37.60334,2009,historical,6,0.2044444,22.44565,0.2044444
-110.0461,37.60334,2010,historical,6,-2.407222,22.6212,22.6212
-110.0461,37.60334,2012,historical,6,0.06868132,23.96196,11.52663
-110.0461,37.60334,2012,historical,6,0.06868132,23.96196,13.0478
-110.0461,37.60334,2013,historical,6,-1.190556,22.95326,-1.190556
-110.0461,37.60334,2014,historical,6,0.5827778,22.22174,22.22174
-110.0461,37.60334,2016,historical,6,-0.9379121,23.6788,10.36522
-110.0461,37.60334,2016,historical,6,-0.9379121,23.6788,12.57912
-110.0461,37.60334,2017,historical,6,1.096111,24.11467,1.096111
-110.0461,37.60334,2018,historical,6,2.130556,24.55,24.55
-110.0458,37.60308,1981,historical,11,3.334444,23.27065,23.27065
-110.0458,37.60308,1981,historical,11,3.334444,23.27065,3.334444
-110.0458,37.60308,1983,historical,11,0.4094444,21.32826,11.32582
-110.0458,37.60308,1983,historical,11,0.4094444,21.32826,8.020652
-110.0458,37.60308,1985,historical,11,-0.94,23.38859,23.38859
-110.0458,37.60308,1985,historical,11,-0.94,23.38859,-0.94
-110.0458,37.60308,1987,historical,11,-0.41,22.01576,11.57473
-110.0458,37.60308,1987,historical,11,-0.41,22.01576,10.02065
-110.0458,37.60308,1989,historical,11,-1.843889,22.5125,-1.843889
-110.0458,37.60308,1989,historical,11,-1.843889,22.5125,22.5125
-110.0458,37.60308,1991,historical,11,-2.093889,22.31033,8.420652
-110.0458,37.60308,1991,historical,11,-2.093889,22.31033,11.52198
-110.0458,37.60308,1993,historical,11,-1.296667,21.29783,-1.296667
-110.0458,37.60308,1993,historical,11,-1.296667,21.29783,21.29783
-110.0458,37.60308,1995,historical,11,1.735556,22.06848,12.43077
-110.0458,37.60308,1995,historical,11,1.735556,22.06848,8.641848
-110.0458,37.60308,1997,historical,11,0.6705556,22.10163,0.6705556
-110.0458,37.60308,1997,historical,11,0.6705556,22.10163,22.10163
-110.0458,37.60308,1999,historical,11,1.832778,21.66522,9.906522
-110.0458,37.60308,1999,historical,11,1.832778,21.66522,12.76593
-110.0458,37.60308,2001,historical,11,0.3561111,23.12826,23.12826
-110.0458,37.60308,2001,historical,11,0.3561111,23.12826,0.3561111
-110.0458,37.60308,2003,historical,11,1.374444,24.26359,10.65272
-110.0458,37.60308,2003,historical,11,1.374444,24.26359,12.13681
-110.0458,37.60308,2005,historical,11,1.402222,22.2962,1.402222
-110.0458,37.60308,2005,historical,11,1.402222,22.2962,22.2962
-110.0458,37.60308,2007,historical,11,-0.2666667,24.0712,12.53791
-110.0458,37.60308,2007,historical,11,-0.2666667,24.0712,11.44348
-110.0458,37.60308,2009,historical,11,0.2044444,22.44565,22.44565
-110.0458,37.60308,2009,historical,11,0.2044444,22.44565,0.2044444
-110.0458,37.60308,2011,historical,11,-0.7294444,22.97337,11.41429
-110.0458,37.60308,2011,historical,11,-0.7294444,22.97337,9.229348
-110.0458,37.60308,2013,historical,11,-1.190556,22.95326,22.95326
-110.0458,37.60308,2013,historical,11,-1.190556,22.95326,-1.190556
-110.0458,37.60308,2015,historical,11,1.998333,22.37283,12.03681
-110.0458,37.60308,2015,historical,11,1.998333,22.37283,10.23641
-110.0458,37.60308,2017,historical,11,1.096111,24.11467,1.096111
-110.0458,37.60308,2017,historical,11,1.096111,24.11467,24.11467
-110.0393,37.60519,1980,historical,9,0.9648352,23.15924,23.15924
-110.0393,37.60519,1980,historical,9,0.9648352,23.15924,11.96209
-110.0393,37.60519,1982,historical,9,-0.01555556,22.05707,-0.01555556
-110.0393,37.60519,1982,historical,9,-0.01555556,22.05707,9.869231
-110.0393,37.60519,1983,historical,9,0.4094444,21.32826,8.020652
-110.0393,37.60519,1984,historical,9,-1.047253,21.95978,21.95978
-110.0393,37.60519,1985,historical,9,-0.94,23.38859,10.39674
-110.0393,37.60519,1986,historical,9,2.294444,22.45109,2.294444
-110.0393,37.60519,1986,historical,9,2.294444,22.45109,9.802747
-110.0393,37.60519,1988,historical,9,-1.256593,23.25,9.590217
-110.0393,37.60519,1989,historical,9,-1.843889,22.5125,22.5125
-110.0393,37.60519,1990,historical,9,-0.09666667,23.2337,11.41703
-110.0393,37.60519,1990,historical,9,-0.09666667,23.2337,-0.09666667
-110.0393,37.60519,1992,historical,9,-1.282418,21.67554,11.77174
-110.0393,37.60519,1994,historical,9,-0.4327778,24.52935,-0.4327778
-110.0393,37.60519,1995,historical,9,1.735556,22.06848,8.641848
-110.0393,37.60519,1995,historical,9,1.735556,22.06848,22.06848
-110.0393,37.60519,1997,historical,9,0.6705556,22.10163,10.86522
-110.0393,37.60519,1998,historical,9,0.08777778,22.54674,9.704891
-110.0393,37.60519,1998,historical,9,0.08777778,22.54674,22.54674
-110.0393,37.60519,1998,historical,9,0.08777778,22.54674,11.43626
-110.0393,37.60519,1998,historical,9,0.08777778,22.54674,0.08777778
-110.0393,37.60519,1999,historical,9,1.832778,21.66522,9.906522
-110.0393,37.60519,2000,historical,9,1.467582,23.94185,10.24505
-110.0393,37.60519,2002,historical,9,-0.85,24.23804,-0.85
-110.0393,37.60519,2004,historical,9,-0.8736264,22.70707,10.1511
-110.0393,37.60519,2005,historical,9,1.402222,22.2962,22.2962
-110.0393,37.60519,2006,historical,9,0.7255556,23.89511,0.7255556
-110.0393,37.60519,2008,historical,9,-2.259341,22.4875,12.13571
-110.0393,37.60519,2008,historical,9,-2.259341,22.4875,9.046739
-110.0393,37.60519,2009,historical,9,0.2044444,22.44565,22.44565
-110.0393,37.60519,2011,historical,9,-0.7294444,22.97337,-0.7294444
-110.0393,37.60519,2012,historical,9,0.06868132,23.96196,11.52663
-110.0393,37.60519,2013,historical,9,-1.190556,22.95326,10.4462
-110.0393,37.60519,2013,historical,9,-1.190556,22.95326,22.95326
-110.0393,37.60519,2015,historical,9,1.998333,22.37283,1.998333
-110.0393,37.60519,2016,historical,9,-0.9379121,23.6788,12.57912
-110.0393,37.60519,2016,historical,9,-0.9379121,23.6788,10.36522
-110.0393,37.60519,2016,historical,9,-0.9379121,23.6788,23.6788
-110.0393,37.60519,2017,historical,9,1.096111,24.11467,1.096111
-110.0393,37.60519,2018,historical,9,2.130556,24.55,24.55
-110.0393,37.60519,2018,historical,9,2.130556,24.55,11.7125
-110.0389,37.60545,1981,historical,9,3.334444,23.27065,23.27065
-110.0389,37.60545,1981,historical,9,3.334444,23.27065,11.58132
-110.0389,37.60545,1981,historical,9,3.334444,23.27065,3.334444
-110.0389,37.60545,1983,historical,9,0.4094444,21.32826,8.020652
-110.0389,37.60545,1985,historical,9,-0.94,23.38859,23.38859
-110.0389,37.60545,1985,historical,9,-0.94,23.38859,9.743956
-110.0389,37.60545,1987,historical,9,-0.41,22.01576,10.02065
-110.0389,37.60545,1989,historical,9,-1.843889,22.5125,22.5125
-110.0389,37.60545,1989,historical,9,-1.843889,22.5125,-1.843889
-110.0389,37.60545,1989,historical,9,-1.843889,22.5125,11.75495
-110.0389,37.60545,1991,historical,9,-2.093889,22.31033,8.420652
-110.0389,37.60545,1993,historical,9,-1.296667,21.29783,-1.296667
-110.0389,37.60545,1993,historical,9,-1.296667,21.29783,21.29783
-110.0389,37.60545,1993,historical,9,-1.296667,21.29783,9.881868
-110.0389,37.60545,1995,historical,9,1.735556,22.06848,8.641848
-110.0389,37.60545,1997,historical,9,0.6705556,22.10163,0.6705556
-110.0389,37.60545,1997,historical,9,0.6705556,22.10163,11.33846
-110.0389,37.60545,1997,historical,9,0.6705556,22.10163,22.10163
-110.0389,37.60545,1999,historical,9,1.832778,21.66522,9.906522
-110.0389,37.60545,2001,historical,9,0.3561111,23.12826,0.3561111
-110.0389,37.60545,2001,historical,9,0.3561111,23.12826,23.12826
-110.0389,37.60545,2001,historical,9,0.3561111,23.12826,13.42802
-110.0389,37.60545,2003,historical,9,1.374444,24.26359,10.65272
-110.0389,37.60545,2005,historical,9,1.402222,22.2962,22.2962
-110.0389,37.60545,2005,historical,9,1.402222,22.2962,11.86374
-110.0389,37.60545,2005,historical,9,1.402222,22.2962,1.402222
-110.0389,37.60545,2007,historical,9,-0.2666667,24.0712,11.44348
-110.0389,37.60545,2007,historical,9,-0.2666667,24.0712,24.0712
-110.0389,37.60545,2009,historical,9,0.2044444,22.44565,11.00275
-110.0389,37.60545,2009,historical,9,0.2044444,22.44565,0.2044444
-110.0389,37.60545,2011,historical,9,-0.7294444,22.97337,9.229348
-110.0389,37.60545,2011,historical,9,-0.7294444,22.97337,22.97337
-110.0389,37.60545,2013,historical,9,-1.190556,22.95326,-1.190556
-110.0389,37.60545,2013,historical,9,-1.190556,22.95326,10.37473
-110.0389,37.60545,2015,historical,9,1.998333,22.37283,22.37283
-110.0389,37.60545,2015,historical,9,1.998333,22.37283,10.23641
-110.0389,37.60545,2017,historical,9,1.096111,24.11467,12.88132
-110.0389,37.60545,2017,historical,9,1.096111,24.11467,1.096111
-110.0386,37.59621,1980,historical,9,0.9648352,23.15924,23.15924
-110.0386,37.59621,1981,historical,9,3.334444,23.27065,3.334444
-110.0386,37.59621,1982,historical,9,-0.01555556,22.05707,9.472283
-110.0386,37.59621,1982,historical,9,-0.01555556,22.05707,9.869231
-110.0386,37.59621,1983,historical,9,0.4094444,21.32826,0.4094444
-110.0386,37.59621,1984,historical,9,-1.047253,21.95978,21.95978
-110.0386,37.59621,1986,historical,9,2.294444,22.45109,10.7375
-110.0386,37.59621,1986,historical,9,2.294444,22.45109,9.802747
-110.0386,37.59621,1987,historical,9,-0.41,22.01576,-0.41
-110.0386,37.59621,1988,historical,9,-1.256593,23.25,23.25
-110.0386,37.59621,1990,historical,9,-0.09666667,23.2337,11.41703
-110.0386,37.59621,1990,historical,9,-0.09666667,23.2337,10.88261
-110.0386,37.59621,1991,historical,9,-2.093889,22.31033,-2.093889
-110.0386,37.59621,1992,historical,9,-1.282418,21.67554,21.67554
-110.0386,37.59621,1994,historical,9,-0.4327778,24.52935,10.21484
-110.0386,37.59621,1994,historical,9,-0.4327778,24.52935,11.58913
-110.0386,37.59621,1996,historical,9,1.550549,24.16793,24.16793
-110.0386,37.59621,1998,historical,9,0.08777778,22.54674,11.43626
-110.0386,37.59621,1998,historical,9,0.08777778,22.54674,9.704891
-110.0386,37.59621,2000,historical,9,1.467582,23.94185,1.467582
-110.0386,37.59621,2000,historical,9,1.467582,23.94185,23.94185
-110.0386,37.59621,2002,historical,9,-0.85,24.23804,10.72582
-110.0386,37.59621,2002,historical,9,-0.85,24.23804,11.1413
-110.0386,37.59621,2004,historical,9,-0.8736264,22.70707,-0.8736264
-110.0386,37.59621,2004,historical,9,-0.8736264,22.70707,22.70707
-110.0386,37.59621,2006,historical,9,0.7255556,23.89511,10.16484
-110.0386,37.59621,2006,historical,9,0.7255556,23.89511,10.95652
-110.0386,37.59621,2008,historical,9,-2.259341,22.4875,22.4875
-110.0386,37.59621,2008,historical,9,-2.259341,22.4875,-2.259341
-110.0386,37.59621,2010,historical,9,-2.407222,22.6212,8.920652
-110.0386,37.59621,2010,historical,9,-2.407222,22.6212,11.84341
-110.0386,37.59621,2012,historical,9,0.06868132,23.96196,23.96196
-110.0386,37.59621,2012,historical,9,0.06868132,23.96196,0.06868132
-110.0386,37.59621,2014,historical,9,0.5827778,22.22174,10.3462
-110.0386,37.59621,2014,historical,9,0.5827778,22.22174,12.27418
-110.0386,37.59621,2016,historical,9,-0.9379121,23.6788,23.6788
-110.0386,37.59621,2016,historical,9,-0.9379121,23.6788,-0.9379121
-110.0386,37.59621,2018,historical,9,2.130556,24.55,11.7125
-110.0386,37.59621,2018,historical,9,2.130556,24.55,11.24835
-110.0376,37.60202,1980,historical,8,0.9648352,23.15924,0.9648352
-110.0376,37.60202,1981,historical,8,3.334444,23.27065,10.54837
-110.0376,37.60202,1981,historical,8,3.334444,23.27065,11.58132
-110.0376,37.60202,1983,historical,8,0.4094444,21.32826,21.32826
-110.0376,37.60202,1984,historical,8,-1.047253,21.95978,-1.047253
-110.0376,37.60202,1985,historical,8,-0.94,23.38859,10.39674
-110.0376,37.60202,1985,historical,8,-0.94,23.38859,9.743956
-110.0376,37.60202,1987,historical,8,-0.41,22.01576,22.01576
-110.0376,37.60202,1988,historical,8,-1.256593,23.25,-1.256593
-110.0376,37.60202,1989,historical,8,-1.843889,22.5125,11.75495
-110.0376,37.60202,1989,historical,8,-1.843889,22.5125,12.49076
-110.0376,37.60202,1991,historical,8,-2.093889,22.31033,22.31033
-110.0376,37.60202,1992,historical,8,-1.282418,21.67554,-1.282418
-110.0376,37.60202,1993,historical,8,-1.296667,21.29783,9.881868
-110.0376,37.60202,1993,historical,8,-1.296667,21.29783,10.61685
-110.0376,37.60202,1995,historical,8,1.735556,22.06848,22.06848
-110.0376,37.60202,1996,historical,8,1.550549,24.16793,1.550549
-110.0376,37.60202,1997,historical,8,0.6705556,22.10163,10.86522
-110.0376,37.60202,1997,historical,8,0.6705556,22.10163,11.33846
-110.0376,37.60202,1999,historical,8,1.832778,21.66522,21.66522
-110.0376,37.60202,2000,historical,8,1.467582,23.94185,1.467582
-110.0376,37.60202,2001,historical,8,0.3561111,23.12826,11.3625
-110.0376,37.60202,2001,historical,8,0.3561111,23.12826,13.42802
-110.0376,37.60202,2003,historical,8,1.374444,24.26359,24.26359
-110.0376,37.60202,2004,historical,8,-0.8736264,22.70707,-0.8736264
-110.0376,37.60202,2005,historical,8,1.402222,22.2962,11.86374
-110.0376,37.60202,2005,historical,8,1.402222,22.2962,10.1462
-110.0376,37.60202,2007,historical,8,-0.2666667,24.0712,24.0712
-110.0376,37.60202,2008,historical,8,-2.259341,22.4875,-2.259341
-110.0376,37.60202,2009,historical,8,0.2044444,22.44565,10.46196
-110.0376,37.60202,2009,historical,8,0.2044444,22.44565,11.00275
-110.0376,37.60202,2011,historical,8,-0.7294444,22.97337,22.97337
-110.0376,37.60202,2012,historical,8,0.06868132,23.96196,0.06868132
-110.0376,37.60202,2013,historical,8,-1.190556,22.95326,10.4462
-110.0376,37.60202,2013,historical,8,-1.190556,22.95326,10.37473
-110.0376,37.60202,2015,historical,8,1.998333,22.37283,22.37283
-110.0376,37.60202,2015,historical,8,1.998333,22.37283,1.998333
-110.0376,37.60202,2017,historical,8,1.096111,24.11467,11.24674
-110.0376,37.60202,2017,historical,8,1.096111,24.11467,12.88132
-110.0376,37.6044,1980,historical,7,0.9648352,23.15924,11.96209
-110.0376,37.6044,1980,historical,7,0.9648352,23.15924,0.9648352
-110.0376,37.6044,1982,historical,7,-0.01555556,22.05707,22.05707
-110.0376,37.6044,1983,historical,7,0.4094444,21.32826,8.020652
-110.0376,37.6044,1984,historical,7,-1.047253,21.95978,10.03407
-110.0376,37.6044,1984,historical,7,-1.047253,21.95978,-1.047253
-110.0376,37.6044,1986,historical,7,2.294444,22.45109,22.45109
-110.0376,37.6044,1987,historical,7,-0.41,22.01576,10.02065
-110.0376,37.6044,1988,historical,7,-1.256593,23.25,11.86209
-110.0376,37.6044,1988,historical,7,-1.256593,23.25,-1.256593
-110.0376,37.6044,1990,historical,7,-0.09666667,23.2337,23.2337
-110.0376,37.6044,1992,historical,7,-1.282418,21.67554,-1.282418
-110.0376,37.6044,1992,historical,7,-1.282418,21.67554,11.77174
-110.0376,37.6044,1992,historical,7,-1.282418,21.67554,11.05934
-110.0376,37.6044,1993,historical,7,-1.296667,21.29783,-1.296667
-110.0376,37.6044,1994,historical,7,-0.4327778,24.52935,24.52935
-110.0376,37.6044,1996,historical,7,1.550549,24.16793,11.23641
-110.0376,37.6044,1996,historical,7,1.550549,24.16793,10.98956
-110.0376,37.6044,1997,historical,7,0.6705556,22.10163,0.6705556
-110.0376,37.6044,1998,historical,7,0.08777778,22.54674,22.54674
-110.0376,37.6044,2000,historical,7,1.467582,23.94185,10.24505
-110.0376,37.6044,2000,historical,7,1.467582,23.94185,11.80543
-110.0376,37.6044,2001,historical,7,0.3561111,23.12826,0.3561111
-110.0376,37.6044,2002,historical,7,-0.85,24.23804,24.23804
-110.0376,37.6044,2004,historical,7,-0.8736264,22.70707,11.79402
-110.0376,37.6044,2004,historical,7,-0.8736264,22.70707,10.1511
-110.0376,37.6044,2005,historical,7,1.402222,22.2962,1.402222
-110.0376,37.6044,2006,historical,7,0.7255556,23.89511,23.89511
-110.0376,37.6044,2008,historical,7,-2.259341,22.4875,9.046739
-110.0376,37.6044,2008,historical,7,-2.259341,22.4875,12.13571
-110.0376,37.6044,2009,historical,7,0.2044444,22.44565,0.2044444
-110.0376,37.6044,2010,historical,7,-2.407222,22.6212,22.6212
-110.0376,37.6044,2012,historical,7,0.06868132,23.96196,11.52663
-110.0376,37.6044,2012,historical,7,0.06868132,23.96196,13.0478
-110.0376,37.6044,2013,historical,7,-1.190556,22.95326,-1.190556
-110.0376,37.6044,2014,historical,7,0.5827778,22.22174,22.22174
-110.0376,37.6044,2016,historical,7,-0.9379121,23.6788,12.57912
-110.0376,37.6044,2016,historical,7,-0.9379121,23.6788,10.36522
-110.0376,37.6044,2017,historical,7,1.096111,24.11467,1.096111
-110.0376,37.6044,2018,historical,7,2.130556,24.55,24.55
-110.0365,37.60096,1980,historical,11,0.9692308,23.06576,23.06576
-110.0365,37.60096,1980,historical,11,0.9692308,23.06576,11.8989
-110.0365,37.60096,1981,historical,11,3.393333,23.1087,3.393333
-110.0365,37.60096,1983,historical,11,0.4672222,21.08696,7.894022
-110.0365,37.60096,1984,historical,11,-1.080769,21.71413,21.71413
-110.0365,37.60096,1984,historical,11,-1.080769,21.71413,9.889011
-110.0365,37.60096,1985,historical,11,-0.9711111,23.20652,-0.9711111
-110.0365,37.60096,1987,historical,11,-0.4144444,21.80109,9.894565
-110.0365,37.60096,1988,historical,11,-1.235165,23.01522,11.69121
-110.0365,37.60096,1988,historical,11,-1.235165,23.01522,23.01522
-110.0365,37.60096,1989,historical,11,-1.881667,22.32717,-1.881667
-110.0365,37.60096,1991,historical,11,-2.076667,22.11522,8.27663
-110.0365,37.60096,1992,historical,11,-1.279121,21.5087,21.5087
-110.0365,37.60096,1992,historical,11,-1.279121,21.5087,10.91484
-110.0365,37.60096,1993,historical,11,-1.316667,21.11033,-1.316667
-110.0365,37.60096,1995,historical,11,1.735,21.88533,8.508152
-110.0365,37.60096,1996,historical,11,1.532418,23.9837,23.9837
-110.0365,37.60096,1996,historical,11,1.532418,23.9837,10.88462
-110.0365,37.60096,1997,historical,11,0.7122222,21.87011,0.7122222
-110.0365,37.60096,1999,historical,11,1.846111,21.44402,9.7875
-110.0365,37.60096,2000,historical,11,1.359341,23.70707,10.04176
-110.0365,37.60096,2001,historical,11,0.2838889,22.90761,0.2838889
-110.0365,37.60096,2002,historical,11,-0.8855556,23.99674,23.99674
-110.0365,37.60096,2003,historical,11,1.331111,24.03587,10.50489
-110.0365,37.60096,2004,historical,11,-0.8818681,22.47609,9.946154
-110.0365,37.60096,2005,historical,11,1.338889,22.04891,1.338889
-110.0365,37.60096,2006,historical,11,0.6738889,23.67935,23.67935
-110.0365,37.60096,2007,historical,11,-0.2972222,23.7375,11.21033
-110.0365,37.60096,2008,historical,11,-2.33022,22.05761,11.91154
-110.0365,37.60096,2009,historical,11,0.1083333,22.19293,0.1083333
-110.0365,37.60096,2010,historical,11,-2.437778,22.40326,22.40326
-110.0365,37.60096,2012,historical,11,0.05384615,23.7538,12.89945
-110.0365,37.60096,2013,historical,11,-1.217778,22.72826,-1.217778
-110.0365,37.60096,2014,historical,11,0.6388889,21.81739,10.33804
-110.0365,37.60096,2014,historical,11,0.6388889,21.81739,21.81739
-110.0365,37.60096,2016,historical,11,-1.163187,23.43043,12.31429
-110.0365,37.60096,2017,historical,11,1.061111,23.94022,1.061111
-110.0365,37.60096,2018,historical,11,2.124444,24.31141,11.59457
-110.0365,37.60096,2018,historical,11,2.124444,24.31141,24.31141
-110.0365,37.60334,1980,historical,6,0.9692308,23.06576,8.698913
-110.0365,37.60334,1981,historical,6,3.393333,23.1087,11.46374
-110.0365,37.60334,1982,historical,6,0.004444444,21.92609,0.004444444
-110.0365,37.60334,1982,historical,6,0.004444444,21.92609,21.92609
-110.0365,37.60334,1985,historical,6,-0.9711111,23.20652,10.25489
-110.0365,37.60334,1985,historical,6,-0.9711111,23.20652,9.556593
-110.0365,37.60334,1986,historical,6,2.282222,22.23859,2.282222
-110.0365,37.60334,1986,historical,6,2.282222,22.23859,22.23859
-110.0365,37.60334,1989,historical,6,-1.881667,22.32717,11.63242
-110.0365,37.60334,1990,historical,6,-0.08611111,23.05054,10.77011
-110.0365,37.60334,1990,historical,6,-0.08611111,23.05054,23.05054
-110.0365,37.60334,1990,historical,6,-0.08611111,23.05054,-0.08611111
-110.0365,37.60334,1994,historical,6,-0.4483333,24.35761,11.51196
-110.0365,37.60334,1994,historical,6,-0.4483333,24.35761,-0.4483333
-110.0365,37.60334,1994,historical,6,-0.4483333,24.35761,24.35761
-110.0365,37.60334,1997,historical,6,0.7122222,21.87011,10.73913
-110.0365,37.60334,1997,historical,6,0.7122222,21.87011,11.19286
-110.0365,37.60334,1998,historical,6,0.03777778,22.30489,22.30489
-110.0365,37.60334,1998,historical,6,0.03777778,22.30489,0.03777778
-110.0365,37.60334,2000,historical,6,1.359341,23.70707,11.66522
-110.0365,37.60334,2001,historical,6,0.2838889,22.90761,13.27692
-110.0365,37.60334,2002,historical,6,-0.8855556,23.99674,-0.8855556
-110.0365,37.60334,2002,historical,6,-0.8855556,23.99674,23.99674
-110.0365,37.60334,2004,historical,6,-0.8818681,22.47609,11.63859
-110.0365,37.60334,2005,historical,6,1.338889,22.04891,11.69011
-110.0365,37.60334,2006,historical,6,0.6738889,23.67935,0.6738889
-110.0365,37.60334,2006,historical,6,0.6738889,23.67935,23.67935
-110.0365,37.60334,2008,historical,6,-2.33022,22.05761,8.782065
-110.0365,37.60334,2008,historical,6,-2.33022,22.05761,11.91154
-110.0365,37.60334,2010,historical,6,-2.437778,22.40326,-2.437778
-110.0365,37.60334,2010,historical,6,-2.437778,22.40326,22.40326
-110.0365,37.60334,2012,historical,6,0.05384615,23.7538,12.89945
-110.0365,37.60334,2012,historical,6,0.05384615,23.7538,11.38913
-110.0365,37.60334,2014,historical,6,0.6388889,21.81739,0.6388889
-110.0365,37.60334,2014,historical,6,0.6388889,21.81739,21.81739
-110.0365,37.60334,2015,historical,6,1.804444,22.05,1.804444
-110.0365,37.60334,2016,historical,6,-1.163187,23.43043,10.24076
-110.0365,37.60334,2016,historical,6,-1.163187,23.43043,12.31429
-110.0365,37.60334,2018,historical,6,2.124444,24.31141,2.124444
-110.0355,37.59489,1981,historical,5,3.393333,23.1087,23.1087
-110.0355,37.59489,1981,historical,5,3.393333,23.1087,10.47446
-110.0355,37.59489,1982,historical,5,0.004444444,21.92609,0.004444444
-110.0355,37.59489,1983,historical,5,0.4672222,21.08696,11.10549
-110.0355,37.59489,1984,historical,5,-1.080769,21.71413,9.669565
