long,lat,year,rcp,litter,t_winter,t_summer,t_annual
-109.969,37.61284,2012,historical,8,-0.3604396,23.13261,23.13261
-109.969,37.61284,2012,historical,8,-0.3604396,23.13261,-0.3604396
-109.969,37.61284,2014,historical,8,0.2011111,21.09674,9.668478
-109.969,37.61284,2014,historical,8,0.2011111,21.09674,11.55
-109.969,37.61284,2016,historical,8,-1.556593,22.76848,22.76848
-109.969,37.61284,2016,historical,8,-1.556593,22.76848,-1.556593
-109.969,37.61284,2018,historical,8,1.683333,23.63913,10.96141
-109.969,37.61284,2018,historical,8,1.683333,23.63913,10.45
-109.9679,37.61654,1980,historical,9,0.5648352,22.5163,0.5648352
-109.9679,37.61654,1981,historical,9,3.102778,22.50489,10.95385
-109.9679,37.61654,1982,historical,9,-0.3655556,21.3087,8.802174
-109.9679,37.61654,1982,historical,9,-0.3655556,21.3087,21.3087
-109.9679,37.61654,1984,historical,9,-1.488462,21.04239,9.007609
-109.9679,37.61654,1985,historical,9,-1.467222,22.61087,8.920879
-109.9679,37.61654,1985,historical,9,-1.467222,22.61087,-1.467222
-109.9679,37.61654,1985,historical,9,-1.467222,22.61087,9.621739
-109.9679,37.61654,1986,historical,9,1.895,21.58478,9.988043
-109.9679,37.61654,1986,historical,9,1.895,21.58478,21.58478
-109.9679,37.61654,1988,historical,9,-1.59011,22.36304,-1.59011
-109.9679,37.61654,1989,historical,9,-2.275556,21.73207,11.12582
-109.9679,37.61654,1990,historical,9,-0.4872222,22.43696,22.43696
-109.9679,37.61654,1990,historical,9,-0.4872222,22.43696,10.16359
-109.9679,37.61654,1992,historical,9,-1.681319,20.89457,-1.681319
-109.9679,37.61654,1993,historical,9,-1.740556,20.48533,9.209341
-109.9679,37.61654,1994,historical,9,-0.8616667,23.74728,10.9375
-109.9679,37.61654,1994,historical,9,-0.8616667,23.74728,23.74728
-109.9679,37.61654,1996,historical,9,1.126923,23.3625,1.126923
-109.9679,37.61654,1997,historical,9,0.3427778,21.21141,10.66429
-109.9679,37.61654,1998,historical,9,-0.4077778,21.62609,21.62609
-109.9679,37.61654,1998,historical,9,-0.4077778,21.62609,8.979348
-109.9679,37.61654,1999,historical,9,1.462778,20.79185,1.462778
-109.9679,37.61654,2000,historical,9,0.8857143,23.04402,0.8857143
-109.9679,37.61654,2002,historical,9,-1.325,23.33587,23.33587
-109.9679,37.61654,2003,historical,9,0.8944444,23.38207,9.857609
-109.9679,37.61654,2004,historical,9,-1.298901,21.8212,-1.298901
-109.9679,37.61654,2005,historical,9,0.8827778,21.38261,11.12747
-109.9679,37.61654,2005,historical,9,0.8827778,21.38261,21.38261
-109.9679,37.61654,2007,historical,9,-0.7,23.07609,10.56413
-109.9679,37.61654,2008,historical,9,-2.784066,21.31467,-2.784066
-109.9679,37.61654,2008,historical,9,-2.784066,21.31467,8.113587
-109.9679,37.61654,2009,historical,9,-0.2938889,21.52989,10.25879
-109.9679,37.61654,2011,historical,9,-1.202222,22.15109,22.15109
-109.9679,37.61654,2012,historical,9,-0.3604396,23.13261,10.7663
-109.9679,37.61654,2012,historical,9,-0.3604396,23.13261,-0.3604396
-109.9679,37.61654,2013,historical,9,-1.634444,22.07283,9.663736
-109.9679,37.61654,2015,historical,9,1.335,21.4038,21.4038
-109.9679,37.61654,2016,historical,9,-1.556593,22.76848,-1.556593
-109.9679,37.61654,2016,historical,9,-1.556593,22.76848,9.622283
-109.9679,37.61654,2017,historical,9,0.6177778,23.27337,12.12747
-109.9679,37.62974,1980,historical,21,-0.1346154,21.59783,10.61868
-109.9679,37.62974,1982,historical,21,-1.103333,20.3337,7.772283
-109.9679,37.62974,1983,historical,21,-0.6922222,19.55489,-0.6922222
-109.9679,37.62974,1983,historical,21,-0.6922222,19.55489,19.55489
-109.9679,37.62974,1984,historical,21,-2.164286,20.16685,8.503297
-109.9679,37.62974,1986,historical,21,1.202222,20.71576,9.134239
-109.9679,37.62974,1987,historical,21,-1.448889,20.26033,-1.448889
-109.9679,37.62974,1987,historical,21,-1.448889,20.26033,20.26033
-109.9679,37.62974,1988,historical,21,-2.281319,21.45109,10.32582
-109.9679,37.62974,1990,historical,21,-1.136111,21.4875,9.258152
-109.9679,37.62974,1991,historical,21,-3.117778,20.58207,-3.117778
-109.9679,37.62974,1991,historical,21,-3.117778,20.58207,20.58207
-109.9679,37.62974,1992,historical,21,-2.288462,19.93315,-2.288462
-109.9679,37.62974,1992,historical,21,-2.288462,19.93315,9.582418
-109.9679,37.62974,1994,historical,21,-1.375556,22.85978,10.01793
-109.9679,37.62974,1995,historical,21,0.6283333,20.39239,20.39239
-109.9679,37.62974,1996,historical,21,0.467033,22.48261,9.534615
-109.9679,37.62974,1997,historical,21,-0.4844444,20.33913,-0.4844444
-109.9679,37.62974,1998,historical,21,-1.09,20.775,20.775
-109.9679,37.62974,1998,historical,21,-1.09,20.775,8.04837
-109.9679,37.62974,2000,historical,21,0.2456044,22.1587,8.659341
-109.9679,37.62974,2002,historical,21,-1.985,22.48859,9.482609
-109.9679,37.62974,2002,historical,21,-1.985,22.48859,22.48859
-109.9679,37.62974,2003,historical,21,0.2911111,22.50054,0.2911111
-109.9679,37.62974,2004,historical,21,-1.96044,20.97391,-1.96044
-109.9679,37.62974,2004,historical,21,-1.96044,20.97391,8.607143
-109.9679,37.62974,2006,historical,21,-0.35,22.13315,22.13315
-109.9679,37.62974,2006,historical,21,-0.35,22.13315,9.315761
-109.9679,37.62974,2007,historical,21,-1.311667,22.14728,9.691304
-109.9679,37.62974,2008,historical,21,-3.434615,20.45707,10.52692
-109.9679,37.62974,2008,historical,21,-3.434615,20.45707,-3.434615
-109.9679,37.62974,2010,historical,21,-3.238333,20.81304,7.357609
-109.9679,37.62974,2012,historical,21,-0.982967,22.27554,-0.982967
-109.9679,37.62974,2012,historical,21,-0.982967,22.27554,11.59396
-109.9679,37.62974,2012,historical,21,-0.982967,22.27554,22.27554
-109.9679,37.62974,2014,historical,21,-0.5633333,20.59946,20.59946
-109.9679,37.62974,2015,historical,21,1.104444,20.70978,8.733696
-109.9679,37.62974,2016,historical,21,-1.590659,21.8587,-1.590659
-109.9679,37.62974,2016,historical,21,-1.590659,21.8587,11.05549
-109.9679,37.62974,2018,historical,21,0.9627778,22.7337,22.7337
-109.9673,37.62868,1980,historical,10,0.5648352,22.5163,11.43022
-109.9673,37.62868,1980,historical,10,0.5648352,22.5163,0.5648352
-109.9673,37.62868,1982,historical,10,-0.3655556,21.3087,21.3087
-109.9673,37.62868,1983,historical,10,0.05555556,20.40109,7.248913
-109.9673,37.62868,1984,historical,10,-1.488462,21.04239,-1.488462
-109.9673,37.62868,1984,historical,10,-1.488462,21.04239,9.356044
-109.9673,37.62868,1986,historical,10,1.895,21.58478,21.58478
-109.9673,37.62868,1988,historical,10,-1.59011,22.36304,-1.59011
-109.9673,37.62868,1988,historical,10,-1.59011,22.36304,11.14615
-109.9673,37.62868,1990,historical,10,-0.4872222,22.43696,10.16359
-109.9673,37.62868,1990,historical,10,-0.4872222,22.43696,22.43696
-109.9673,37.62868,1992,historical,10,-1.681319,20.89457,-1.681319
-109.9673,37.62868,1992,historical,10,-1.681319,20.89457,10.38846
-109.9673,37.62868,1994,historical,10,-0.8616667,23.74728,10.9375
-109.9673,37.62868,1994,historical,10,-0.8616667,23.74728,23.74728
-109.9673,37.62868,1995,historical,10,1.324444,21.27174,1.324444
-109.9673,37.62868,1996,historical,10,1.126923,23.3625,10.38571
-109.9673,37.62868,1998,historical,10,-0.4077778,21.62609,21.62609
-109.9673,37.62868,1998,historical,10,-0.4077778,21.62609,8.979348
-109.9673,37.62868,2000,historical,10,0.8857143,23.04402,0.8857143
-109.9673,37.62868,2000,historical,10,0.8857143,23.04402,9.431868
-109.9673,37.62868,2002,historical,10,-1.325,23.33587,23.33587
-109.9673,37.62868,2004,historical,10,-1.298901,21.8212,9.356044
-109.9673,37.62868,2004,historical,10,-1.298901,21.8212,-1.298901
-109.9673,37.62868,2006,historical,10,0.2261111,23.02772,23.02772
-109.9673,37.62868,2008,historical,10,-2.784066,21.31467,8.113587
-109.9673,37.62868,2008,historical,10,-2.784066,21.31467,11.30495
-109.9673,37.62868,2008,historical,10,-2.784066,21.31467,-2.784066
-109.9673,37.62868,2010,historical,10,-2.747778,21.71467,21.71467
-109.9673,37.62868,2011,historical,10,-1.202222,22.15109,-1.202222
-109.9673,37.62868,2012,historical,10,-0.3604396,23.13261,12.36758
-109.9673,37.62868,2012,historical,10,-0.3604396,23.13261,10.7663
-109.9673,37.62868,2014,historical,10,0.2011111,21.09674,21.09674
-109.9673,37.62868,2015,historical,10,1.335,21.4038,1.335
-109.9673,37.62868,2016,historical,10,-1.556593,22.76848,9.622283
-109.9673,37.62868,2016,historical,10,-1.556593,22.76848,11.71429
-109.9673,37.62868,2017,historical,10,0.6177778,23.27337,0.6177778
-109.9673,37.62868,2018,historical,10,1.683333,23.63913,23.63913
-109.9669,37.62446,1981,historical,1,3.102778,22.50489,10.95385
-109.9669,37.62446,1981,historical,1,3.102778,22.50489,9.88587
-109.9669,37.62446,1983,historical,1,0.05555556,20.40109,0.05555556
-109.9669,37.62446,1983,historical,1,0.05555556,20.40109,20.40109
-109.9669,37.62446,1985,historical,1,-1.467222,22.61087,9.621739
-109.9669,37.62446,1985,historical,1,-1.467222,22.61087,8.920879
-109.9669,37.62446,1987,historical,1,-0.8161111,21.19185,-0.8161111
-109.9669,37.62446,1987,historical,1,-0.8161111,21.19185,21.19185
-109.9669,37.62446,1989,historical,1,-2.275556,21.73207,11.12582
-109.9669,37.62446,1989,historical,1,-2.275556,21.73207,11.80761
-109.9669,37.62446,1991,historical,1,-2.465556,21.50978,-2.465556
-109.9669,37.62446,1991,historical,1,-2.465556,21.50978,21.50978
-109.9669,37.62446,1993,historical,1,-1.740556,20.48533,9.209341
-109.9669,37.62446,1993,historical,1,-1.740556,20.48533,9.911413
-109.9669,37.62446,1995,historical,1,1.324444,21.27174,1.324444
-109.9669,37.62446,1995,historical,1,1.324444,21.27174,21.27174
-109.9669,37.62446,1997,historical,1,0.3427778,21.21141,10.66429
-109.9669,37.62446,1997,historical,1,0.3427778,21.21141,10.13587
-109.9669,37.62446,1999,historical,1,1.462778,20.79185,20.79185
-109.9669,37.62446,1999,historical,1,1.462778,20.79185,1.462778
-109.9669,37.62446,2001,historical,1,-0.2083333,22.24891,10.52772
-109.9669,37.62446,2001,historical,1,-0.2083333,22.24891,12.73736
-109.9669,37.62446,2003,historical,1,0.8944444,23.38207,0.8944444
-109.9669,37.62446,2003,historical,1,0.8944444,23.38207,23.38207
-109.9669,37.62446,2005,historical,1,0.8827778,21.38261,11.12747
-109.9669,37.62446,2005,historical,1,0.8827778,21.38261,9.336413
-109.9669,37.62446,2007,historical,1,-0.7,23.07609,23.07609
-109.9669,37.62446,2007,historical,1,-0.7,23.07609,-0.7
-109.9669,37.62446,2009,historical,1,-0.2938889,21.52989,10.25879
-109.9669,37.62446,2009,historical,1,-0.2938889,21.52989,9.56087
-109.9669,37.62446,2011,historical,1,-1.202222,22.15109,22.15109
-109.9669,37.62446,2011,historical,1,-1.202222,22.15109,-1.202222
-109.9669,37.62446,2013,historical,1,-1.634444,22.07283,9.669022
-109.9669,37.62446,2013,historical,1,-1.634444,22.07283,9.663736
-109.9669,37.62446,2015,historical,1,1.335,21.4038,21.4038
-109.9669,37.62446,2015,historical,1,1.335,21.4038,1.335
-109.9669,37.62446,2017,historical,1,0.6177778,23.27337,10.51793
-109.9669,37.62446,2017,historical,1,0.6177778,23.27337,12.12747
-109.9662,37.60783,1980,historical,13,0.5648352,22.5163,22.5163
-109.9662,37.60783,1982,historical,13,-0.3655556,21.3087,9.217033
-109.9662,37.60783,1983,historical,13,0.05555556,20.40109,7.248913
-109.9662,37.60783,1983,historical,13,0.05555556,20.40109,0.05555556
-109.9662,37.60783,1984,historical,13,-1.488462,21.04239,21.04239
-109.9662,37.60783,1986,historical,13,1.895,21.58478,9.082418
-109.9662,37.60783,1987,historical,13,-0.8161111,21.19185,9.30163
-109.9662,37.60783,1987,historical,13,-0.8161111,21.19185,-0.8161111
-109.9662,37.60783,1988,historical,13,-1.59011,22.36304,22.36304
-109.9662,37.60783,1990,historical,13,-0.4872222,22.43696,10.74011
-109.9662,37.60783,1991,historical,13,-2.465556,21.50978,-2.465556
-109.9662,37.60783,1991,historical,13,-2.465556,21.50978,7.64837
-109.9662,37.60783,1992,historical,13,-1.681319,20.89457,20.89457
-109.9662,37.60783,1994,historical,13,-0.8616667,23.74728,9.545604
-109.9662,37.60783,1995,historical,13,1.324444,21.27174,7.89837
-109.9662,37.60783,1995,historical,13,1.324444,21.27174,1.324444
-109.9662,37.60783,1996,historical,13,1.126923,23.3625,23.3625
-109.9662,37.60783,1998,historical,13,-0.4077778,21.62609,10.7456
-109.9662,37.60783,1999,historical,13,1.462778,20.79185,1.462778
-109.9662,37.60783,2000,historical,13,0.8857143,23.04402,23.04402
-109.9662,37.60783,2002,historical,13,-1.325,23.33587,-1.325
-109.9662,37.60783,2002,historical,13,-1.325,23.33587,10.36141
-109.9662,37.60783,2002,historical,13,-1.325,23.33587,9.989011
-109.9662,37.60783,2004,historical,13,-1.298901,21.8212,21.8212
-109.9662,37.60783,2006,historical,13,0.2261111,23.02772,9.441209
-109.9662,37.60783,2006,historical,13,0.2261111,23.02772,0.2261111
-109.9662,37.60783,2006,historical,13,0.2261111,23.02772,10.17065
-109.9662,37.60783,2008,historical,13,-2.784066,21.31467,21.31467
-109.9662,37.60783,2009,historical,13,-0.2938889,21.52989,10.25879
-109.9662,37.60783,2010,historical,13,-2.747778,21.71467,-2.747778
-109.9662,37.60783,2010,historical,13,-2.747778,21.71467,8.071196
-109.9662,37.60783,2012,historical,13,-0.3604396,23.13261,23.13261
-109.9662,37.60783,2013,historical,13,-1.634444,22.07283,9.663736
-109.9662,37.60783,2014,historical,13,0.2011111,21.09674,0.2011111
-109.9662,37.60783,2014,historical,13,0.2011111,21.09674,9.668478
-109.9662,37.60783,2016,historical,13,-1.556593,22.76848,22.76848
-109.9662,37.60783,2017,historical,13,0.6177778,23.27337,0.6177778
-109.9662,37.60783,2017,historical,13,0.6177778,23.27337,12.12747
-109.9662,37.60783,2018,historical,13,1.683333,23.63913,10.96141
-109.9662,37.63159,1980,historical,24,-0.1346154,21.59783,10.61868
-109.9662,37.63159,1980,historical,24,-0.1346154,21.59783,7.196739
-109.9662,37.63159,1982,historical,24,-1.103333,20.3337,20.3337
-109.9662,37.63159,1982,historical,24,-1.103333,20.3337,-1.103333
-109.9662,37.63159,1984,historical,24,-2.164286,20.16685,8.503297
-109.9662,37.63159,1984,historical,24,-2.164286,20.16685,8.16413
-109.9662,37.63159,1986,historical,24,1.202222,20.71576,1.202222
-109.9662,37.63159,1986,historical,24,1.202222,20.71576,20.71576
-109.9662,37.63159,1988,historical,24,-2.281319,21.45109,7.938043
-109.9662,37.63159,1988,historical,24,-2.281319,21.45109,10.32582
-109.9662,37.63159,1990,historical,24,-1.136111,21.4875,-1.136111
-109.9662,37.63159,1990,historical,24,-1.136111,21.4875,21.4875
-109.9662,37.63159,1992,historical,24,-2.288462,19.93315,10.14728
-109.9662,37.63159,1992,historical,24,-2.288462,19.93315,9.582418
-109.9662,37.63159,1994,historical,24,-1.375556,22.85978,22.85978
-109.9662,37.63159,1994,historical,24,-1.375556,22.85978,8.759341
-109.9662,37.63159,1994,historical,24,-1.375556,22.85978,-1.375556
-109.9662,37.63159,1996,historical,24,0.467033,22.48261,9.651087
-109.9662,37.63159,1998,historical,24,-1.09,20.775,-1.09
-109.9662,37.63159,1998,historical,24,-1.09,20.775,9.97967
-109.9662,37.63159,1998,historical,24,-1.09,20.775,20.775
-109.9662,37.63159,2000,historical,24,0.2456044,22.1587,10.19185
-109.9662,37.63159,2002,historical,24,-1.985,22.48859,-1.985
-109.9662,37.63159,2002,historical,24,-1.985,22.48859,9.221429
-109.9662,37.63159,2002,historical,24,-1.985,22.48859,22.48859
-109.9662,37.63159,2004,historical,24,-1.96044,20.97391,10.16467
-109.9662,37.63159,2006,historical,24,-0.35,22.13315,-0.35
-109.9662,37.63159,2006,historical,24,-0.35,22.13315,22.13315
-109.9662,37.63159,2006,historical,24,-0.35,22.13315,8.680769
-109.9662,37.63159,2008,historical,24,-3.434615,20.45707,7.211957
-109.9662,37.63159,2010,historical,24,-3.238333,20.81304,-3.238333
-109.9662,37.63159,2010,historical,24,-3.238333,20.81304,20.81304
-109.9662,37.63159,2010,historical,24,-3.238333,20.81304,10.21648
-109.9662,37.63159,2012,historical,24,-0.982967,22.27554,9.913587
-109.9662,37.63159,2014,historical,24,-0.5633333,20.59946,10.87912
-109.9662,37.63159,2014,historical,24,-0.5633333,20.59946,20.59946
-109.9662,37.63159,2014,historical,24,-0.5633333,20.59946,-0.5633333
-109.9662,37.63159,2016,historical,24,-1.590659,21.8587,8.669022
-109.9662,37.63159,2018,historical,24,0.9627778,22.7337,0.9627778
-109.9662,37.63159,2018,historical,24,0.9627778,22.7337,22.7337
-109.9662,37.63159,2018,historical,24,0.9627778,22.7337,9.625824
-109.9659,37.62525,1980,historical,19,0.5648352,22.5163,11.43022
-109.9659,37.62525,1980,historical,19,0.5648352,22.5163,8.106522
-109.9659,37.62525,1982,historical,19,-0.3655556,21.3087,-0.3655556
-109.9659,37.62525,1982,historical,19,-0.3655556,21.3087,21.3087
-109.9659,37.62525,1984,historical,19,-1.488462,21.04239,9.007609
-109.9659,37.62525,1984,historical,19,-1.488462,21.04239,9.356044
-109.9659,37.62525,1986,historical,19,1.895,21.58478,21.58478
-109.9659,37.62525,1986,historical,19,1.895,21.58478,1.895
-109.9659,37.62525,1988,historical,19,-1.59011,22.36304,8.825
-109.9659,37.62525,1988,historical,19,-1.59011,22.36304,11.14615
-109.9659,37.62525,1990,historical,19,-0.4872222,22.43696,-0.4872222
-109.9659,37.62525,1990,historical,19,-0.4872222,22.43696,22.43696
-109.9659,37.62525,1992,historical,19,-1.681319,20.89457,10.38846
-109.9659,37.62525,1992,historical,19,-1.681319,20.89457,11.06304
-109.9659,37.62525,1994,historical,19,-0.8616667,23.74728,-0.8616667
-109.9659,37.62525,1994,historical,19,-0.8616667,23.74728,23.74728
-109.9659,37.62525,1994,historical,19,-0.8616667,23.74728,9.545604
-109.9659,37.62525,1996,historical,19,1.126923,23.3625,10.51141
-109.9659,37.62525,1998,historical,19,-0.4077778,21.62609,21.62609
-109.9659,37.62525,1998,historical,19,-0.4077778,21.62609,10.7456
-109.9659,37.62525,1998,historical,19,-0.4077778,21.62609,-0.4077778
-109.9659,37.62525,2000,historical,19,0.8857143,23.04402,11.04076
-109.9659,37.62525,2002,historical,19,-1.325,23.33587,23.33587
-109.9659,37.62525,2002,historical,19,-1.325,23.33587,-1.325
-109.9659,37.62525,2002,historical,19,-1.325,23.33587,9.989011
-109.9659,37.62525,2004,historical,19,-1.298901,21.8212,10.99891
-109.9659,37.62525,2006,historical,19,0.2261111,23.02772,23.02772
-109.9659,37.62525,2006,historical,19,0.2261111,23.02772,9.441209
-109.9659,37.62525,2006,historical,19,0.2261111,23.02772,0.2261111
-109.9659,37.62525,2008,historical,19,-2.784066,21.31467,8.113587
-109.9659,37.62525,2010,historical,19,-2.747778,21.71467,11.06593
-109.9659,37.62525,2010,historical,19,-2.747778,21.71467,21.71467
-109.9659,37.62525,2010,historical,19,-2.747778,21.71467,-2.747778
-109.9659,37.62525,2012,historical,19,-0.3604396,23.13261,10.7663
-109.9659,37.62525,2014,historical,19,0.2011111,21.09674,21.09674
-109.9659,37.62525,2014,historical,19,0.2011111,21.09674,0.2011111
-109.9659,37.62525,2014,historical,19,0.2011111,21.09674,11.55
-109.9659,37.62525,2016,historical,19,-1.556593,22.76848,9.622283
-109.9659,37.62525,2018,historical,19,1.683333,23.63913,1.683333
-109.9659,37.62525,2018,historical,19,1.683333,23.63913,10.45
-109.9659,37.62525,2018,historical,19,1.683333,23.63913,23.63913
-110.0472,37.60413,2021,4.5,11,1.630333,24.50402,24.50402
-110.0472,37.60413,2021,4.5,11,1.389056,24.11043,24.11043
-110.0472,37.60413,2021,4.5,11,-0.3343889,25.54266,10.31321
-110.0472,37.60413,2021,4.5,11,0.2397222,24.67777,14.10902
-110.0472,37.60413,2021,4.5,11,0.9209444,25.89082,25.89082
-110.0472,37.60413,2021,4.5,11,1.264056,23.51821,11.87641
-110.0472,37.60413,2021,4.5,11,1.264056,23.51821,23.51821
-110.0472,37.60413,2021,4.5,11,1.313667,23.21864,1.313667
-110.0472,37.60413,2021,4.5,11,4.041111,24.35891,12.28659
-110.0472,37.60413,2021,4.5,11,0.5327222,23.50429,0.5327222
-110.0472,37.60413,2021,4.5,11,1.281222,23.43946,12.04424
-110.0472,37.60413,2021,4.5,11,1.281222,23.43946,11.79626
-110.0472,37.60413,2021,4.5,11,1.281222,23.43946,1.281222
-110.0472,37.60413,2021,4.5,11,0.2788889,23.75033,23.75033
-110.0472,37.60413,2021,4.5,11,1.660222,22.42103,22.42103
-110.0472,37.60413,2021,4.5,11,1.660222,22.42103,11.61255
-110.0472,37.60413,2021,4.5,11,1.206556,24.29799,14.35637
-110.0472,37.60413,2021,4.5,11,0.4598889,24.01207,11.34005
-110.0472,37.60413,2021,4.5,11,0.4598889,24.01207,12.68093
-110.0472,37.60413,2021,8.5,11,3.5195,24.5506,24.5506
-110.0472,37.60413,2021,8.5,11,0.7257778,25.265,0.7257778
-110.0472,37.60413,2021,8.5,11,2.314333,23.66168,13.40152
-110.0472,37.60413,2021,8.5,11,2.314333,23.66168,2.314333
-110.0472,37.60413,2021,8.5,11,-0.5291111,25.1325,-0.5291111
-110.0472,37.60413,2021,8.5,11,-0.5291111,25.1325,9.33837
-110.0472,37.60413,2021,8.5,11,0.9246667,24.28136,0.9246667
-110.0472,37.60413,2021,8.5,11,0.9246667,24.28136,24.28136
-110.0472,37.60413,2021,8.5,11,-1.747222,22.42234,10.36592
-110.0472,37.60413,2021,8.5,11,-1.747222,22.42234,-1.747222
-110.0472,37.60413,2021,8.5,11,-1.747222,22.42234,22.42234
-110.0472,37.60413,2021,8.5,11,-0.03755556,24.20826,-0.03755556
-110.0472,37.60413,2021,8.5,11,-0.03755556,24.20826,24.20826
-110.0472,37.60413,2021,8.5,11,-4.154111,23.50728,23.50728
-110.0472,37.60413,2021,8.5,11,-4.154111,23.50728,-4.154111
-110.0472,37.60413,2021,8.5,11,0.5523889,24.04897,24.04897
-110.0472,37.60413,2021,8.5,11,0.5523889,24.04897,12.83626
-110.0472,37.60413,2021,8.5,11,-0.7743889,25.37935,25.37935
-110.0472,37.60413,2021,8.5,11,1.796111,22.17935,22.17935
-110.0472,37.60413,2021,8.5,11,1.796111,22.17935,1.796111
-110.0472,37.60413,2021,8.5,11,1.796111,22.17935,12.24978
-110.0472,37.60413,2021,8.5,11,0.88,23.0887,0.88
-110.0472,37.60413,2021,8.5,11,0.88,23.0887,12.97907
-110.0472,37.60413,2021,8.5,11,4.756333,24.42685,4.756333
-110.0472,37.60413,2021,8.5,11,1.644222,25.95793,14.18402
-110.0472,37.60413,2021,8.5,11,4.044722,24.7375,4.044722
-110.0472,37.60413,2021,8.5,11,3.256778,24.65141,3.256778
-110.0472,37.60413,2021,8.5,11,3.256778,24.65141,24.65141
-110.0472,37.60413,2022,4.5,11,2.071222,25.17375,15.49885
-110.0472,37.60413,2022,4.5,11,1.933278,24.46223,1.933278
-110.0472,37.60413,2022,4.5,11,-3.653667,22.75234,-3.653667
-110.0472,37.60413,2022,4.5,11,0.9017778,24.78234,0.9017778
-110.0472,37.60413,2022,4.5,11,0.9017778,24.78234,24.78234
-110.0472,37.60413,2022,4.5,11,0.9017778,24.78234,11.76445
-110.0472,37.60413,2022,4.5,11,0.1265556,25.36527,25.36527
-110.0472,37.60413,2022,4.5,11,1.676722,24.62815,14.56255
-110.0472,37.60413,2022,4.5,11,3.827389,23.96375,3.827389
-110.0472,37.60413,2022,4.5,11,3.827389,23.96375,10.24935
-110.0472,37.60413,2022,4.5,11,3.146444,24.8412,13.36511
-110.0472,37.60413,2022,4.5,11,-0.4982778,23.62049,23.62049
-110.0472,37.60413,2022,4.5,11,2.083056,24.82071,10.75543
-110.0472,37.60413,2022,4.5,11,2.083056,24.82071,12.74764
-110.0472,37.60413,2022,4.5,11,2.083056,24.82071,2.083056
-110.0472,37.60413,2022,4.5,11,1.702333,24.46527,1.702333
-110.0472,37.60413,2022,4.5,11,0.5715556,23.98647,23.98647
-110.0472,37.60413,2022,4.5,11,2.455889,25.52098,2.455889
-110.0472,37.60413,2022,4.5,11,0.1285556,26.00549,26.00549
-110.0472,37.60413,2022,4.5,11,0.1285556,26.00549,0.1285556
-110.0472,37.60413,2022,4.5,11,0.1285556,26.00549,11.3781
-110.0472,37.60413,2022,4.5,11,0.1285556,26.00549,12.34527
-110.0472,37.60413,2022,8.5,11,0.9901111,23.95837,10.65848
-110.0472,37.60413,2022,8.5,11,2.369444,23.84049,23.84049
-110.0472,37.60413,2022,8.5,11,2.369444,23.84049,2.369444
-110.0472,37.60413,2022,8.5,11,2.404444,24.69946,2.404444
-110.0472,37.60413,2022,8.5,11,2.708,25.46658,25.46658
-110.0472,37.60413,2022,8.5,11,2.708,25.46658,12.06717
-110.0472,37.60413,2022,8.5,11,3.109389,26.36685,14.61615
-110.0472,37.60413,2022,8.5,11,0.4206111,23.59391,13.66571
-110.0472,37.60413,2022,8.5,11,1.290667,26.13228,26.13228
-110.0472,37.60413,2022,8.5,11,1.290667,26.13228,1.290667
-110.0472,37.60413,2022,8.5,11,2.439611,25.25924,9.89587
-110.0472,37.60413,2022,8.5,11,0.4376111,23.92408,12.54973
-110.0472,37.60413,2022,8.5,11,4.985444,26.27989,14.69049
-110.0472,37.60413,2022,8.5,11,2.538722,26.39924,13.50995
-110.0472,37.60413,2022,8.5,11,-0.4130556,24.0644,24.0644
-110.0472,37.60413,2022,8.5,11,-0.4130556,24.0644,12.3738
-110.0472,37.60413,2022,8.5,11,-0.4980556,24.33723,12.04984
-110.0472,37.60413,2022,8.5,11,-0.4980556,24.33723,-0.4980556
-110.0472,37.60413,2022,8.5,11,-0.4980556,24.33723,10.34136
-110.0472,37.60413,2023,4.5,11,0.08416667,23.75788,13.24033
-110.0472,37.60413,2023,4.5,11,0.08416667,23.75788,10.79712
-110.0472,37.60413,2023,4.5,11,1.611278,26.12402,26.12402
-110.0472,37.60413,2023,4.5,11,2.030611,25.11875,25.11875
-110.0472,37.60413,2023,4.5,11,2.030611,25.11875,14.26808
-110.0472,37.60413,2023,4.5,11,1.631167,24.07234,10.48848
-110.0472,37.60413,2023,4.5,11,1.631167,24.07234,12.9811
-110.0472,37.60413,2023,4.5,11,0.4207222,23.19,11.77978
-110.0472,37.60413,2023,4.5,11,-0.6000556,24.8469,-0.6000556
-110.0472,37.60413,2023,4.5,11,-0.6000556,24.8469,24.8469
-110.0472,37.60413,2023,4.5,11,-0.6000556,24.8469,12.72374
-110.0472,37.60413,2023,4.5,11,3.054333,25.64033,25.64033
-110.0472,37.60413,2023,4.5,11,1.616722,24.46984,24.46984
-110.0472,37.60413,2023,4.5,11,1.692389,24.42717,12.89742
-110.0472,37.60413,2023,4.5,11,1.692389,24.42717,11.80734
-110.0472,37.60413,2023,4.5,11,1.692389,24.42717,1.692389
-110.0472,37.60413,2023,4.5,11,2.823667,26.2887,13.34846
-110.0472,37.60413,2023,4.5,11,-1.572944,25.0088,25.0088
-110.0472,37.60413,2023,4.5,11,0.7608333,24.58522,0.7608333
-110.0472,37.60413,2023,4.5,11,0.7608333,24.58522,24.58522
-110.0472,37.60413,2023,8.5,11,3.509167,23.99788,12.99544
-110.0472,37.60413,2023,8.5,11,3.4025,25.15239,3.4025
